Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Kids Fiction	NUUUU	Warner Bros.	5.2	5086	PG	Comedy	30000000	14-Jan-05	35	110	Original Screenplay	Racing Stripes	NUUUU	49772522	93772522
Contemporary Fiction	Sylvester Stallone	MGM	7.4	63717	PG	Drama	24000000	20-Dec-06	76	102	NUUUU	Rocky Balboa	34669384	70269899	155720088
Kids Fiction	David Silverman	Dreamworks SKG	6.4	8876	PG	Adventure	95000000	31-Mar-00	49	90	Original Screenplay	The Road to El Dorado	NUUUU	50802661	65700000
Factual	NUUUU	Sony Pictures	7.7	2193	PG-13	Documentary	2600000	9-Jul-04	93	NUUUU	Based on Real Life Events	Riding Giants	NUUUU	2276368	3216111
Contemporary Fiction	Brett Ratner	Universal	7.3	66386	R	Thriller/Suspense	78000000	4-Oct-02	68	125	Based on Book/Short Story	Red Dragon	NUUUU	92955420	206455420
Contemporary Fiction	Stephen Daldry	Weinstein Co.	7.7	46984	R	Drama	33000000	10-Dec-08	61	123	Based on Book/Short Story	The Reader	12359754	34192652	106107610
Fantasy	Stephen Hopkins	Warner Bros.	5.6	19881	R	Horror	40000000	5-Apr-07	8	100	Original Screenplay	The Reaping	19812272	25126214	62226214
Contemporary Fiction	Steve Carr	20th Century Fox	4.7	4485	PG	Comedy	45000000	1-Jul-05	14	NUUUU	Original Screenplay	Rebound	NUUUU	16809014	17492014
Kids Fiction	NUUUU	Walt Disney Pictures	6.2	2176	G	Comedy	10000000	16-Feb-01	62	83	Based on TV	Recess: School's Out	NUUUU	36696761	44451470
Dramatization	Brian De Palma	Magnolia Pictures	6.1	5759	R	Drama	5000000	16-Nov-07	44	90	Based on Real Life Events	Redacted	NUUUU	65388	65388
Contemporary Fiction	Wes Craven	Dreamworks SKG	6.5	42489	PG-13	Thriller/Suspense	26000000	19-Aug-05	NUUUU	85	Original Screenplay	Red-Eye	NUUUU	57891803	95891803
Historical Fiction	Mike Binder	Sony Pictures	7.7	39234	R	Drama	20000000	23-Mar-07	63	128	Original Screenplay	Reign Over Me	16021076	19661987	20081987
Science Fiction	Peter Hyams	Paramount Pictures	5.4	10249	R	Horror	60000000	10-Jan-97	32	110	Based on Book/Short Story	The Relic	NUUUU	33956608	33956608
Factual	Larry Charles	Lionsgate	7.8	23094	R	Documentary	2500000	1-Oct-08	69	101	Based on Real Life Events	Religulous	7486708	13011160	13136074
Contemporary Fiction	NUUUU	Summit Entertainment	7.0	16319	PG-13	Drama	16000000	12-Mar-10	28	NUUUU	NUUUU	Remember Me	9952465	19068240	55343435
NUUUU	Gabriele Muccino	IDP Distribution	7.0	16319	Not Rated	Comedy	6700000	3-Sep-04	NUUUU	NUUUU	Original Screenplay	Remember Me, My Love	NUUUU	223878	223878
Historical Fiction	Chris Columbus	Sony Pictures	6.9	22605	PG-13	Musical	40000000	23-Nov-05	47	NUUUU	Based on Musical/Opera	Rent	31412380	29077547	31670620
Contemporary Fiction	Howard Deutch	Warner Bros.	6.2	21542	PG-13	Comedy	50000000	11-Aug-00	39	118	Original Screenplay	The Replacements	NUUUU	44737059	50054511
Contemporary Fiction	Antoine Fuqua	Sony Pictures	5.9	13905	R	Action	30000000	6-Feb-98	39	86	Original Screenplay	The Replacement Killers	NUUUU	19035741	19035741
Science Fiction	NUUUU	Sony Pictures	5.8	52753	R	Horror	50000000	10-Sep-04	NUUUU	94	Based on Game	Resident Evil: Apocalypse	NUUUU	50740078	128940078
Science Fiction	Russell Mulcahy	Sony/Screen Gems	6.2	49502	R	Action	45000000	21-Sep-07	22	95	Based on Game	Resident Evil: Extinction	34217549	50648679	146162920
Science Fiction	Paul Anderson	Sony/Screen Gems	NUUUU	NUUUU	R	Horror	57500000	10-Sep-10	NUUUU	NUUUU	Based on Game	Resident Evil: Afterlife 3D	NUUUU	46368993	149568993
Science Fiction	Paul Anderson	Sony Pictures	6.4	68342	R	Horror	35000000	15-Mar-02	34	100	Based on Game	Resident Evil	NUUUU	40119709	103787401
Contemporary Fiction	NUUUU	MGM	6.6	9565	PG	Romantic Comedy	24000000	7-Apr-00	61	116	Original Screenplay	Return to Me	NUUUU	32662299	32662299
Historical Fiction	Sam Mendes	Paramount Vantage	7.6	45887	R	Drama	35000000	26-Dec-08	68	NUUUU	Based on Book/Short Story	Revolutionary Road	7642600	22911480	76989671
Contemporary Fiction	Michel Gondry	New Line	6.6	42470	PG-13	Comedy	20000000	22-Feb-08	65	NUUUU	Original Screenplay	Be Kind Rewind	5162454	11175164	28505302
Fantasy	NUUUU	Walt Disney Pictures	5.9	38414	PG-13	Action	60000000	19-Feb-02	40	102	Original Screenplay	Reign of Fire	NUUUU	43061982	82150183
Contemporary Fiction	John Frankenheimer	Miramax	5.5	16822	R	Action	36000000	25-Feb-00	NUUUU	104	Original Screenplay	Reindeer Games	NUUUU	23360779	23360779
Contemporary Fiction	Jonathan Demme	Sony Pictures Classics	6.9	20451	R	Drama	12000000	3-Oct-08	86	111	Original Screenplay	Rachel Getting Married	6635346	12796277	13326280
Kids Fiction	NUUUU	Paramount Pictures	5.4	4857	G	Adventure	28000000	20-Nov-98	57	79	Based on TV	The Rugrats Movie	NUUUU	100494685	140894685
Dramatization	Penny Marshall	Sony Pictures	6.2	11895	PG-13	Drama	47000000	19-Oct-01	48	131	Based on Real Life Events	Riding in Cars with Boys	NUUUU	29781453	29781453
Historical Fiction	Ang Lee	USA Films	6.4	1873	R	Western	35000000	24-Nov-99	63	NUUUU	Based on Book/Short Story	Ride With the Devil	NUUUU	630779	630779
Contemporary Fiction	NUUUU	Dreamworks SKG	5.1	28408	PG-13	Horror	50000000	18-Mar-05	20	111	Remake	The Ring Two	NUUUU	75941727	161941727
Factual	NUUUU	Lionsgate	6.8	2052	PG-13	Documentary	700000	24-Jun-05	NUUUU	NUUUU	Based on Real Life Events	Rize	NUUUU	3278611	4462763
Kids Fiction	NUUUU	Universal	4.1	10320	PG	Comedy	76000000	30-Jun-00	42	91	Based on TV	The Adventures of Rocky & Bullwinkle	NUUUU	26000610	35129610
NUUUU	David Gordon Green	Sony Pictures Classics	7.1	5632	R	Drama	1000000	14-Feb-03	71	NUUUU	Original Screenplay	All the Real Girls	NUUUU	549666	703020
Contemporary Fiction	NUUUU	Newmarket Films	7.0	4396	PG-13	Comedy	3000000	18-Oct-02	83	NUUUU	Based on Play	Real Women Have Curves	NUUUU	5853194	5853194
Historical Fiction	NUUUU	Paramount Vantage	NUUUU	NUUUU	PG-13	Comedy	2000000	2-May-08	NUUUU	NUUUU	Original Screenplay	Son of Rambow: A Home Movie	NUUUU	1785505	10573083
Contemporary Fiction	John Turturro	Borotoro	6.2	5362	R	Comedy	11000000	7-Sep-07	NUUUU	NUUUU	Original Screenplay	Romance and Cigarettes	NUUUU	551002	3231251
Contemporary Fiction	NUUUU	20th Century Fox	5.8	15684	R	Comedy	10000000	23-Feb-07	35	81	Based on TV	Reno 911!: Miami	16323972	20342161	20342161
Contemporary Fiction	John Dahl	Miramax	7.3	45439	R	Drama	12000000	11-Sep-98	64	120	Original Screenplay	Rounders	NUUUU	22921898	22921898
Contemporary Fiction	Gavin Hood	New Line	6.9	23223	R	Thriller/Suspense	27500000	19-Oct-07	46	121	Original Screenplay	Rendition	6007008	9736045	20437142
Contemporary Fiction	Peter Cattaneo	20th Century Fox	6.3	11859	PG-13	Comedy	15000000	20-Aug-08	40	102	Original Screenplay	The Rocker	7970409	6409528	8767338
Contemporary Fiction	Stephen Herek	Warner Bros.	5.8	15806	R	Drama	38000000	7-Sep-01	52	NUUUU	Original Screenplay	Rock Star	NUUUU	16991902	19317765
Contemporary Fiction	NUUUU	Walt Disney Pictures	5.5	8453	G	Drama	22000000	29-Mar-02	82	128	Original Screenplay	The Rookie	NUUUU	75600072	80693537
Contemporary Fiction	Malcolm D. Lee	Fox Searchlight	5.0	3167	PG-13	Comedy	10000000	23-Sep-05	64	NUUUU	Original Screenplay	Roll Bounce	NUUUU	17380866	17500866
Contemporary Fiction	Andrzej Bartkowiak	Warner Bros.	5.9	25309	R	Action	25000000	22-Mar-00	33	114	Original Screenplay	Romeo Must Die	NUUUU	55973336	91036760
Contemporary Fiction	John Frankenheimer	MGM	7.2	57484	R	Action	55000000	25-Sep-98	68	121	Original Screenplay	Ronin	NUUUU	41610884	41610884
NUUUU	NUUUU	IFC Films	6.8	5223	R	Drama	1500000	25-Mar-05	NUUUU	NUUUU	Original Screenplay	The Ballad of Jack and Rose	NUUUU	712294	712294
Science Fiction	NUUUU	Warner Bros.	5.3	20989	PG-13	Action	80000000	10-Nov-00	12	NUUUU	Original Screenplay	Red Planet	NUUUU	17480890	33463969
Contemporary Fiction	Darren Aronofsky	Artisan	8.5	185226	Open	Drama	4500000	6-Oct-00	78	NUUUU	Based on Book/Short Story	Requiem for a Dream	NUUUU	3635482	7390108
Contemporary Fiction	Jerry Zucker	Paramount Pictures	6.4	40087	PG-13	Comedy	48000000	17-Aug-01	43	112	Original Screenplay	Rat Race	NUUUU	56607223	86607223
Historical Fiction	Werner Herzog	MGM	7.5	37764	PG-13	Action	10000000	4-Jul-07	NUUUU	125	Based on Real Life Events	Rescue Dawn	24745520	5490423	7037886
Factual	NUUUU	New Line	2.3	3211	R	Documentary	4000000	25-Apr-03	35	NUUUU	Based on TV	The Real Cancun	NUUUU	3816594	3816594
NUUUU	NUUUU	Sony Pictures	6.7	300	NUUUU	NUUUU	15000000	28-Jan-11	NUUUU	NUUUU	NUUUU	Restless	NUUUU	0	0
Contemporary Fiction	Boaz Yakin	Walt Disney Pictures	7.5	49844	PG	Drama	30000000	29-Sep-00	72	113	Based on Real Life Events	Remember the Titans	NUUUU	115654751	136706683
Contemporary Fiction	Jon Avnet	Overture Films	6.0	34641	R	Thriller/Suspense	60000000	12-Sep-08	20	100	Original Screenplay	Righteous Kill	16209689	40081410	76781410
Contemporary Fiction	Todd Phillips	Dreamworks SKG	6.4	44702	R	Comedy	16000000	19-May-00	59	94	Original Screenplay	Road Trip	NUUUU	68525609	119739110
Contemporary Fiction	NUUUU	Paramount Pictures	6.0	23752	R	Horror	25000000	4-Apr-08	47	NUUUU	Based on Book/Short Story	The Ruins	10610865	17432844	22177122
Contemporary Fiction	William Friedkin	Paramount Pictures	6.2	18462	R	Thriller/Suspense	60000000	7-Apr-00	37	127	Based on Book/Short Story	Rules of Engagement	NUUUU	61322858	71719931
Contemporary Fiction	Peter Berg	Universal	6.6	30855	PG-13	Action	85000000	26-Sep-03	NUUUU	104	Original Screenplay	The Rundown	NUUUU	47641743	80831893
Contemporary Fiction	NUUUU	New Line	7.5	39447	R	Action	17000000	24-Feb-06	40	NUUUU	Original Screenplay	Running Scared	NUUUU	6855137	8345277
Dramatization	NUUUU	Sony Pictures	6.0	12926	R	Comedy	12000000	20-Oct-06	30	116	Based on Book/Short Story	Running With Scissors	1877732	6775659	7213629
Contemporary Fiction	Brett Ratner	New Line	6.4	52049	PG-13	Action	90000000	3-Aug-01	51	90	Original Screenplay	Rush Hour 2	NUUUU	226164286	347425832
Contemporary Fiction	Brett Ratner	New Line	6.0	39312	PG-13	Action	180000000	10-Aug-07	19	91	Original Screenplay	Rush Hour 3	40854922	140125968	253025968
Contemporary Fiction	Brett Ratner	New Line	6.8	55248	PG-13	Action	35000000	18-Sep-98	60	98	Original Screenplay	Rush Hour	NUUUU	141186864	245300000
Contemporary Fiction	Wes Anderson	Walt Disney Pictures	7.8	53192	R	Black Comedy	10000000	11-Dec-98	87	89	Original Screenplay	Rushmore	NUUUU	17105219	19080435
Contemporary Fiction	Barry Sonnenfeld	Sony Pictures	NUUUU	NUUUU	PG	Comedy	55000000	28-Apr-06	NUUUU	NUUUU	Original Screenplay	R.V.	32041099	71724497	87524497
Historical Fiction	NUUUU	20th Century Fox	6.9	15804	R	Horror	12000000	19-Mar-99	39	NUUUU	Original Screenplay	Ravenous	NUUUU	2062406	2062406
Contemporary Fiction	NUUUU	New Line	5.2	8634	PG	Drama	15000000	8-Oct-04	16	NUUUU	Original Screenplay	Raise Your Voice	NUUUU	10411980	14811980
Dramatization	NUUUU	MGM	8.3	92106	PG-13	Drama	17500000	22-Dec-04	90	NUUUU	Original Screenplay	Hotel Rwanda	NUUUU	23519128	33919128
Contemporary Fiction	NUUUU	Paramount Pictures	5.9	30739	PG-13	Adventure	145000000	8-Apr-05	39	123	Based on Book/Short Story	Sahara	NUUUU	68671925	121671925
Contemporary Fiction	Phillip Noyce	Paramount Pictures	5.9	27413	PG-13	Action	90000000	4-Apr-97	30	116	Based on TV	The Saint	NUUUU	61363304	169400000
Contemporary Fiction	NUUUU	Freestyle Releasing	3.5	308	PG-13	Comedy	1500000	11-May-07	12	NUUUU	Based on Play	The Salon	NUUUU	139084	139084
Contemporary Fiction	NUUUU	New Line	7.4	36448	PG-13	Drama	22000000	28-Dec-01	34	132	Original Screenplay	I Am Sam	NUUUU	40270895	40270895
Contemporary Fiction	D.J. Caruso	Warner Bros.	7.1	16415	R	Thriller/Suspense	18000000	26-Apr-02	63	NUUUU	Original Screenplay	The Salton Sea	NUUUU	676698	676698
Contemporary Fiction	NUUUU	Warner Bros.	3.9	13796	R	Comedy	95000000	27-May-10	15	NUUUU	Based on TV	Sex and the City 2	NUUUU	95347692	288347692
Contemporary Fiction	NUUUU	MGM	7.0	22784	PG-13	Comedy	5000000	28-May-04	NUUUU	NUUUU	Original Screenplay	Saved!	NUUUU	8886160	10102511
Contemporary Fiction	Dennis Dugan	Sony Pictures	5.6	18748	R	Comedy	22000000	9-Feb-01	NUUUU	NUUUU	Original Screenplay	Saving Silverman	NUUUU	19351569	19351569
Contemporary Fiction	NUUUU	Lionsgate	7.7	112785	R	Horror	1200000	29-Oct-04	48	100	Original Screenplay	Saw	NUUUU	55185045	103096345
Contemporary Fiction	Darren Lynn Bousman	Lionsgate	6.8	76530	R	Horror	5000000	28-Oct-05	36	91	Original Screenplay	Saw II	44699720	87025093	152925093
Contemporary Fiction	Darren Lynn Bousman	Lionsgate	6.3	60784	R	Horror	10000000	27-Oct-06	25	107	Original Screenplay	Saw III	47153811	80238724	163876815
Contemporary Fiction	Darren Lynn Bousman	Lionsgate	6.0	44730	R	Horror	10000000	26-Oct-07	17	NUUUU	Original Screenplay	Saw IV	31998452	63300095	134528909
Contemporary Fiction	NUUUU	Lionsgate	5.7	31219	R	Horror	10800000	24-Oct-08	13	NUUUU	Original Screenplay	Saw V	26535833	56746769	113146769
Contemporary Fiction	Kevin Greutert	Lionsgate	6.2	18091	R	Horror	11000000	23-Oct-09	42	91	Original Screenplay	Saw VI	8308717	27693292	61259697
Contemporary Fiction	NUUUU	20th Century Fox	4.6	7736	R	Comedy	25000000	23-Mar-01	9	NUUUU	Original Screenplay	Say It Isn't So	NUUUU	5516708	5516708
Contemporary Fiction	NUUUU	TLA Releasing	5.7	431	R	Comedy	2000000	23-Jun-06	NUUUU	NUUUU	Original Screenplay	Say Uncle	NUUUU	5361	5361
Kids Fiction	Robert Rodriguez	Miramax/Dimension	3.6	5619	PG	Adventure	50000000	10-Jun-05	20	NUUUU	Original Screenplay	The Adventures of Sharkboy and Lavagirl in 3-D	NUUUU	39177684	69425966
Historical Fiction	Gary Ross	Universal	7.4	31033	PG-13	Drama	86000000	25-Jul-03	77	141	Based on Book/Short Story	Seabiscuit	NUUUU	120277854	148336445
Science Fiction	Richard Linklater	Warner Independent	7.2	41928	R	Thriller/Suspense	20000000	7-Jul-06	68	NUUUU	Based on Book/Short Story	A Scanner Darkly	NUUUU	5501616	7405084
Contemporary Fiction	Keenen Ivory Wayans	Miramax/Dimension	4.7	43941	R	Comedy	45000000	4-Jul-01	14	82	Original Screenplay	Scary Movie 2	NUUUU	71277420	141189101
Contemporary Fiction	David Zucker	Miramax/Dimension	5.4	42829	PG-13	Comedy	45000000	24-Oct-03	37	84	Original Screenplay	Scary Movie 3	NUUUU	110000082	155200000
Contemporary Fiction	David Zucker	Weinstein/Dimension	5.0	39542	PG-13	Comedy	40000000	14-Apr-06	37	NUUUU	Original Screenplay	Scary Movie 4	22401247	90710620	178710620
Kids Fiction	Raja Gosnell	Warner Bros.	4.8	10749	PG	Comedy	25000000	26-Mar-04	NUUUU	93	Based on TV	Scooby-Doo 2: Monsters Unleashed	NUUUU	84185387	181185387
Kids Fiction	Raja Gosnell	Warner Bros.	4.7	26018	PG	Comedy	84000000	14-Jun-02	28	86	Based on TV	Scooby-Doo	NUUUU	153294164	276294164
Contemporary Fiction	Alexander Payne	New Line	7.3	53760	R	Drama	30000000	13-Dec-02	85	125	Based on Book/Short Story	About Schmidt	NUUUU	65005217	105823486
Contemporary Fiction	Richard Linklater	Paramount Pictures	7.2	63188	PG-13	Comedy	20000000	3-Oct-03	NUUUU	108	Original Screenplay	The School of Rock	NUUUU	81261177	131161177
Contemporary Fiction	Todd Phillips	MGM	6.0	15536	PG-13	Comedy	20000000	29-Sep-06	26	101	Remake	School for Scoundrels	13739501	17807569	17807569
Contemporary Fiction	Woody Allen	Focus/Rogue Pictures	6.8	30336	PG-13	Romantic Comedy	4000000	28-Jul-06	39	NUUUU	Original Screenplay	Scoop	NUUUU	10525717	39125717
Contemporary Fiction	Frank Oz	Paramount Pictures	6.8	42616	R	Thriller/Suspense	68000000	13-Jul-01	74	124	Original Screenplay	The Score	NUUUU	71069884	113542091
Contemporary Fiction	Wes Craven	Miramax	2.9	217	R	Horror	15000000	20-Dec-96	81	110	Original Screenplay	Scream	NUUUU	103046663	173046663
Contemporary Fiction	Wes Craven	Miramax	5.9	48196	R	Horror	24000000	12-Dec-97	80	120	Original Screenplay	Scream 2	NUUUU	101363301	101363301
Contemporary Fiction	Wes Craven	Miramax	5.3	38230	R	Horror	40000000	4-Feb-00	38	118	Original Screenplay	Scream 3	NUUUU	89138076	161838076
Fantasy	Chuck Russell	Universal	5.3	30359	PG-13	Action	60000000	19-Apr-02	40	91	Spin-Off	The Scorpion King	NUUUU	90580000	164529000
NUUUU	NUUUU	Magnolia Pictures	NUUUU	NUUUU	R	Horror	4200000	28-May-10	NUUUU	NUUUU	NUUUU	George A. Romero's Survival of the Dead	943385	101740	101740
Fantasy	Matthew Vaughn	Paramount Pictures	7.9	87883	PG-13	Adventure	70000000	10-Aug-07	76	128	Based on Book/Short Story	Stardust	25129402	38634938	135556675
Dramatization	NUUUU	Fine Line	7.2	466	PG-13	Drama	13300000	17-Dec-04	NUUUU	NUUUU	Based on Real Life Events	Mar adentro	NUUUU	2086345	39686345
Dramatization	NUUUU	Warner Bros.	6.3	7996	PG	Drama	20000000	21-Mar-97	63	127	Based on Real Life Events	Selena	NUUUU	35450113	35450113
Contemporary Fiction	NUUUU	20th Century Fox	6.1	23567	PG-13	Thriller/Suspense	60000000	21-Apr-06	33	NUUUU	Based on Book/Short Story	The Sentinel	17497571	36280697	77280697
Historical Fiction	NUUUU	Black Diamond Pictures	5.5	1823	R	Western	10100000	24-Aug-07	13	110	Original Screenplay	September Dawn	NUUUU	901857	901857
Contemporary Fiction	NUUUU	Sony Pictures	2.6	17830	PG-13	Drama	8000000	30-Jan-04	16	95	Original Screenplay	You Got Served	NUUUU	40066497	48066497
Contemporary Fiction	NUUUU	Paramount Pictures	5.0	7973	PG-13	Romantic Comedy	29000000	23-Aug-02	5	NUUUU	Original Screenplay	Serving Sara	NUUUU	16930185	20146150
NUUUU	Brad Anderson	NUUUU	6.8	14685	R	NUUUU	1500000	10-Aug-01	60	NUUUU	NUUUU	Session 9	NUUUU	378176	1619602
Dramatization	Jean-Jacques Annaud	Sony Pictures	6.7	29020	PG-13	Drama	70000000	10-Oct-97	59	139	Based on Real Life Events	Seven Years in Tibet	NUUUU	37945884	131445884
Contemporary Fiction	NUUUU	Warner Bros.	5.4	46837	R	Comedy	57500000	30-May-08	49	NUUUU	Based on TV	Sex and the City	85061666	152647258	416047258
Contemporary Fiction	Dominic Sena	Warner Bros.	6.3	57952	R	Action	80000000	8-Jun-01	25	99	Original Screenplay	Swordfish	NUUUU	69772969	147080413
Contemporary Fiction	Nancy Meyers	Sony Pictures	6.8	36303	PG-13	Romantic Comedy	80000000	12-Dec-03	70	128	Original Screenplay	Something's Gotta Give	NUUUU	124685242	266685242
NUUUU	NUUUU	October Films	5.6	566	R	Comedy	250000	17-Sep-99	67	NUUUU	NUUUU	Sugar Town	NUUUU	178095	178095
NUUUU	NUUUU	NUUUU	6.3	950	R	NUUUU	6800000	9-Apr-04	NUUUU	NUUUU	NUUUU	Shade	NUUUU	22183	22183
Historical Fiction	E. Elias Merhige	Lionsgate	6.8	18221	R	Drama	8000000	29-Dec-00	81	NUUUU	Original Screenplay	Shadow of the Vampire	NUUUU	8279017	8279017
Contemporary Fiction	John Singleton	Paramount Pictures	5.9	32881	R	Action	53012938	16-Jun-00	68	99	Remake	Shaft	NUUUU	70327868	107190108
Fantasy	Brian Robbins	Walt Disney Pictures	4.1	6116	PG	Comedy	60000000	10-Mar-06	27	NUUUU	Remake	The Shaggy Dog	28587103	61123569	87123569
Contemporary Fiction	Keenen Ivory Wayans	Miramax/Dimension	6.0	68541	R	Comedy	19000000	7-Jul-00	53	88	Original Screenplay	Scary Movie	NUUUU	157019771	277200000
Fantasy	Edgar Wright	Focus/Rogue Pictures	8.0	134693	R	Comedy	5000000	24-Sep-04	91	NUUUU	Original Screenplay	Shaun of the Dead	NUUUU	13542874	29629128
Contemporary Fiction	NUUUU	ThinkFilm	6.7	14276	Not Rated	Comedy	2000000	4-Oct-06	66	NUUUU	Original Screenplay	Shortbus	NUUUU	1985292	1985292
Contemporary Fiction	NUUUU	Miramax	5.4	28498	PG-13	Romantic Comedy	10000000	29-Jan-99	38	91	Original Screenplay	She's All That	NUUUU	63465522	63465522
Contemporary Fiction	Andy Fickman	Paramount Pictures	6.4	26513	PG-13	Romantic Comedy	25000000	17-Mar-06	44	NUUUU	Based on Play	She's the Man	33340509	33889159	56889159
Contemporary Fiction	NUUUU	IFC Films	6.7	6372	R	Drama	2000000	8-Sep-06	74	NUUUU	Original Screenplay	Sherrybaby	NUUUU	199176	622806
Contemporary Fiction	Bobby Farrelly	20th Century Fox	6.0	35878	PG-13	Romantic Comedy	40000000	9-Nov-01	50	113	Original Screenplay	Shallow Hal	NUUUU	70836296	70836296
Contemporary Fiction	Christophe Gans	Sony Pictures	6.5	65485	R	Horror	50000000	21-Apr-06	29	NUUUU	Based on Game	Silent Hill	22104517	46982632	99982632
Historical Fiction	Martin Scorsese	Paramount Pictures	8.0	105706	R	Thriller/Suspense	80000000	19-Feb-10	67	NUUUU	Based on Book/Short Story	Shutter Island	22083616	128012934	294512934
Historical Fiction	John Madden	Miramax	7.4	77911	R	Romantic Comedy	26000000	11-Dec-98	93	122	Original Screenplay	Shakespeare in Love	NUUUU	100317794	279500000
Factual	NUUUU	ThinkFilm	8.0	2974	PG	Documentary	2000000	7-Sep-07	94	100	Based on Real Life Events	In the Shadow of the Moon	NUUUU	1134358	1134358
Historical Fiction	Guy Ritchie	Warner Bros.	7.5	91555	PG-13	Adventure	80000000	25-Dec-09	69	NUUUU	Based on Book/Short Story	Sherlock Holmes	42276167	209028679	518249844
Contemporary Fiction	NUUUU	Paramount Pictures	6.7	17449	NUUUU	Romantic Comedy	20000000	12-Mar-10	57	NUUUU	Original Screenplay	She's Out of My League	7889235	31628317	49219151
Contemporary Fiction	Antoine Fuqua	Paramount Pictures	7.2	149	R	Thriller/Suspense	60000000	23-Mar-07	48	125	Based on Book/Short Story	Shooter	57333255	47003582	95203582
Kids Fiction	Andrew Adamson	Dreamworks SKG	8.0	163855	PG	Adventure	50000000	18-May-01	89	90	Based on Book/Short Story	Shrek	NUUUU	267655011	484399218
Kids Fiction	Andrew Adamson	Dreamworks SKG	7.5	95658	PG	Adventure	70000000	19-May-04	89	92	Based on Book/Short Story	Shrek 2	NUUUU	441226247	919838758
Kids Fiction	NUUUU	Paramount Pictures	6.1	59778	PG	Adventure	160000000	18-May-07	41	92	Based on Book/Short Story	Shrek the Third	176400340	322719944	798958162
Kids Fiction	NUUUU	Paramount Pictures	6.7	12193	PG	Adventure	165000000	21-May-10	NUUUU	93	Based on Book/Short Story	Shrek Forever After	NUUUU	238395990	729395990
Kids Fiction	Rob Letterman	Dreamworks SKG	5.9	40019	PG	Adventure	75000000	1-Oct-04	35	90	Original Screenplay	Shark Tale	NUUUU	160861908	367275019
Dramatization	NUUUU	Lionsgate	7.4	14575	PG-13	Drama	6000000	31-Oct-03	91	NUUUU	Based on Real Life Events	Shattered Glass	NUUUU	2207975	2932719
Contemporary Fiction	NUUUU	Sony Pictures	4.7	6899	PG-13	Comedy	25000000	13-Sep-02	8	NUUUU	Original Screenplay	Stealing Harvard	NUUUU	13973532	13973532
Contemporary Fiction	Tom Dey	Warner Bros.	5.3	22128	PG-13	Comedy	85000000	15-Mar-02	24	95	Original Screenplay	Showtime	NUUUU	37948765	78948765
Factual	Michael Moore	Lionsgate	8.2	40886	PG-13	Documentary	9000000	22-Jun-07	93	NUUUU	Based on Real Life Events	Sicko	17438209	24538513	33538513
Contemporary Fiction	Edward Zwick	20th Century Fox	NUUUU	NUUUU	R	Action	70000000	6-Nov-98	44	116	Original Screenplay	The Siege	NUUUU	40934175	116625798
Science Fiction	M. Night Shyamalan	Walt Disney Pictures	6.9	111561	PG-13	Thriller/Suspense	70702619	2-Aug-02	74	106	Original Screenplay	Signs	NUUUU	227965690	408265690
Contemporary Fiction	Mark Steven Johnson	Walt Disney Pictures	6.7	11371	PG	Drama	20000000	11-Sep-98	44	110	Based on Book/Short Story	Simon Birch	NUUUU	18253415	18253415
Fantasy	Michael Ritchie	Universal	4.9	1545	PG	Comedy	28000000	11-Jul-97	27	NUUUU	Original Screenplay	A Simple Wish	NUUUU	8165213	8165213
Contemporary Fiction	David Silverman	20th Century Fox	7.6	117656	PG-13	Comedy	72500000	27-Jul-07	89	86	Based on TV	The Simpsons Movie	96359085	183135014	527071022
Kids Fiction	Tim Johnson	Dreamworks SKG	6.6	7895	PG	Adventure	60000000	2-Jul-03	NUUUU	86	Traditional/Legend/Fairytale	Sinbad: Legend of the Seven Seas	NUUUU	26483452	80767884
Fantasy	Robert Rodriguez	Miramax/Dimension	8.3	255814	R	Action	40000000	1-Apr-05	77	126	Based on Comic/Graphic Novel	Sin City	NUUUU	74103820	158753820
Contemporary Fiction	NUUUU	Paramount Pictures	5.6	4441	R	Comedy	8000000	24-Oct-03	38	NUUUU	Based on TV	The Singing Detective	NUUUU	336456	524747
Contemporary Fiction	M. Night Shyamalan	Walt Disney Pictures	8.2	238745	PG-13	Thriller/Suspense	40000000	6-Aug-99	85	107	Original Screenplay	The Sixth Sense	NUUUU	293506292	672806292
Factual	Morgan Spurlock	IDP Distribution	7.6	33805	PG-13	Documentary	65000	7-May-04	NUUUU	NUUUU	Based on Real Life Events	Super Size Me	NUUUU	11529368	29529368
Contemporary Fiction	Iain Softley	Universal	6.5	29810	PG-13	Horror	40000000	12-Aug-05	38	NUUUU	Original Screenplay	The Skeleton Key	NUUUU	47907715	92907715
Contemporary Fiction	Rob Cohen	Universal	5.3	14903	PG-13	Thriller/Suspense	15000000	31-Mar-00	8	107	Original Screenplay	The Skulls	NUUUU	35007180	35007180
Super Hero	NUUUU	Walt Disney Pictures	6.6	20923	PG	Adventure	60000000	29-Jul-05	73	102	Original Screenplay	Sky High	NUUUU	63939454	81627454
Contemporary Fiction	NUUUU	Sony Pictures	4.9	7934	R	Comedy	11000000	1-Feb-02	11	NUUUU	Original Screenplay	Slackers	NUUUU	4814244	4814244
